Ticker,Razão Social,CNPJ,Nome Pregão,Segmento,Cotas emitidas,Descrição,Link de Acesso,Público alvo,Segmento ANBIMA,Número de cotistas,Tipo de gestão,Prazo de duração,Tipo ANBIMA,Administrador,CNPJ Administrador,Telefone Administrador,Email Administrador,Site Administrador,Data de constituição do fundo,Valor inicial da cota (IPO),Registro na CVM
FRHY11,FRONTEIRA MULTI FUNDO DE INVESTIMENTO IMOBILIÁRIO,41.251.077/0001-11,FII FRONT,Indefinido,130.500,,https://www.fundsexplorer.com.br/funds/FRHY11,Investidores em Geral,Títulos e Valores Mobiliários,7,Ativa,Indeterminado,Híbrido,BANCO DAYCOVAL S.A.,62.232.889/0001-90,(11)3138-0921,middlesmc@bancodaycoval.com.br,https://www.daycoval.com.br/institucional/mercado-de-capitais,,,
FTCE11B,Oportunity,01.235.622/0001-61,Oportunity,Misto,1.120.314,"FTCE11B: Oportunity        

        1 – Constituição, Objetivo e Início das Operações.
O Opportunity Fundo de Investimento Imobiliário foi constituído em 28 de fevereiro de 1996, sob a forma de condomínio fechado, de acordo com o disposto na Lei n.º 8.668/93 e com a Instrução n.º205/94 da Comissão de Valores Mobiliários – CVM e iniciou suas operações em 6 de outubro de 1996. O Fundo tem por objetivo a aplicação de recursos em bens imóveis de natureza comercial, residencial e industrial, em terrenos e shopping centers, ou ainda, em direitos a eles relativos que tenham condições de rentabilizar o investimento feito pelos condôminos, seja pelo pagamento de remuneração, advinda da exploração de tais bens e direitos em conformidade com a legislação em vigor, seja pelo aumento do valor patrimonial das quotas, advindo da valorização dos bens e direitos ou da sua negociação no mercado.",https://www.fundsexplorer.com.br/funds/FTCE11B,Investidor Qualificado,Híbrido,126,Ativa,Indeterminado,Híbrido,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13.486.793/0001-42,(11) 3509-0600,infolegal@apexgroup.com,www.brltrust.com.br,07/10/1996,,
FTRE11,,,,,,,https://www.fundsexplorer.com.br/funds/FTRE11,,,,,,,,,,,,,,
FVBI11,VBI FL 4440,13.022.993/0001-44,VBI FL 4440,Lajes Corporativas,,"FVBI11: FII VBI 4440        


FVBI11 – Um
Fundo Imobiliário De Lajes Corporativas


FVBI11 é um fundo imobiliário do tipo tijolo. Seus investimentos
são direcionados em propriedades comercias do segmento escritórios.

Fundos de tijolo como o 
FVBI11 
possuem
essa característica pelo motivo de obterem imóveis físicos, podendo o fundo
rentabilizar através da compra ou construção para gerar aluguéis ou também
ganhar com a venda dos imóveis.

O 
FII VBI
FL 4440
 é um fundo de investimento imobiliário do
tipo ANBIMA renda gestão passiva de segmento lajes corporativas. É constituído
sob a forma de condomínio fechado, com prazo de duração indeterminado, sendo
regido por seu regulamento e pelas disposições legais que lhe forem aplicáveis.


Características do fundo FVBI11


O 
Fundo Imobiliário 
FII VBI FL 4440 
foi
constituído em setembro de 2010 e tem como objetivo investimento em
empreendimentos imobiliários, por meio da aquisição de imóveis comerciais,
prontos ou em construção, ou outros tipos de imóveis onde poderão ser
desenvolvidos empreendimentos comerciais.

Esses
empreendimentos devem ser localizados em grandes centros comerciais, shopping
centers, avenidas ou ruas de grande movimento com a finalidade de venda,
locação, arrendamento ou exploração do direito de superfície das unidades
comerciais.

O FVBI11 terá
por política de investimentos básica realizar investimentos imobiliários
objetivando o longo prazo.

Seus recursos
serão aplicados pela administradora, segundo uma política de investimentos
definida de forma a proporcionar ao cotista uma remuneração para o investimento
realizado.

É administrado pela BTG Pactual Serviços Financeiros S.A.
DTVM, instituição financeira com sede na cidade do Rio de Janeiro.

As cotas
do 
FII VBI FL 4440 
são
negociadas com o código (ticker) 
FVBI11
 no mercado de bolsa da
B3 - Brasil, Bolsa e Balcão.

Sua taxa de administração é de
0,17% ao ano sobre patrimônio líquido ou valor de mercado do fundo se o fundo
fizer parte de índice de mercado (IFIX) com mínimo de R$ 15.000,00 mensais
corrigido pelo IGPM.

A política de distribuição
de 
rendimentos do FVBI11 
deve distribuir a seus cotistas, no
mínimo, 95% dos resultados auferidos, apurados segundo o regime de caixa.

O resultado
auferido num determinado período será distribuído aos cotistas mensalmente, até
o 5º dia útil do mês subsequente ao recebimento da receita, a título de
antecipação dos resultados a serem distribuídos.

Eventual
saldo de resultado não distribuído terá a destinação que lhe der a Assembleia
de Geral de Cotistas.


FII
VBI FL 4440 – FVBI11


As aplicações realizadas no fundo
não contam com garantia do Administrador ou do Fundo Garantidor de Crédito, não
podendo o administrador ser responsabilizado por eventuais depreciações dos
ativos que compõem a carteira do fundo.

Portanto, é recomendado a leitura cuidadosa do prospecto e
do regulamento do fundo de investimento pelo investidor ao aplicar seus
recursos.

Para conferir outros dados e indicadores do 
FVBI11
,
continue navegando em nosso site. Temos todas as informações necessárias
disponíveis aqui.",https://www.fundsexplorer.com.br/funds/FVBI11,Investidores em Geral,Lajes Corporativas,,Passiva,Indeterminado,Renda,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59.281.253/0001-23,55 11 3383-3102,ri.fundoslistados@btgpactual.com,www.btgpactual.com,03/06/2011,,
FVBI11B,,,,Indefinido,,"FVBI11B: FII VBI 4440        

        O FUNDO DE INVESTIMENTO IMOBILIÁRIO VBI FL 4440 - FII, foi constituído sob a forma de condomínio fechado, é uma comunhão de recursos, captados através do sistema de distribuição de valores mobiliários, destinados à aplicação em empreendimentos imobiliários, conforme definidos na regulamentação vigente, com prazo de duração indeterminado, regido pelo regulamento do fundo, e pelas disposições legais e regulamentares que lhe forem aplicáveis.",https://www.fundsexplorer.com.br/funds/FVBI11B,,,,,,,,,,,,,,
FVPQ11,Via Parque Shopping,00.332.266/0001-31,Via Parque Shopping,Shoppings,2.800.149,"FVPQ11: Via Parque Shopping        


FVPQ11 –
FII Mono Ativo De Shopping Centers


FVPQ11 é um fundo imobiliário do tipo tijolo. Seus investimentos
tem como base principal, aplicações em empreendimentos de shopping centers.

Fundos de tijolo como o 
FVPQ11 
são assim
chamados por representarem os imóveis físicos (tangíveis) propriamente ditos.
Esse modelo de FII tem o objetivo de comprar ou construir fundos para alugar e
gerar uma renda mensal.

O 
FII Via Parque Shopping
 é um fundo de investimento imobiliário do tipo ANBIMA renda
gestão passiva de segmento shoppings. É constituído sob a forma de condomínio
fechado, com prazo de duração indeterminado, regido pelas disposições legais e
regulamentares que lhe forem aplicáveis.


Características do fundo FVPQ11


O 
Fundo Imobiliário Via Parque Shopping

foi constituído em novembro de 1995 e tem por objeto a realização de
investimentos no empreendimento imobiliário denominado “Via Parque Shopping”,
localizado na Barra da Tijuca, Rio de Janeiro – RJ, podendo, para tanto, adquirir
áreas brutas locáveis já construídas, em fase de construção ou a construir para
investir na ampliação do empreendimento.

Para atender suas necessidades de liquidez, a parcela do
patrimônio do fundo não aplicada nos ativos imobiliários poderá ser aplicada em
títulos de renda fixa, públicos de emissão do Tesouro Nacional ou privados
emitidos por instituição financeira de primeira linha.

Suas cotas serão destinadas a investidores em geral, sejam
pessoas físicas, jurídicas, fundos de investimento, ou quaisquer outros
veículos de investimento, domiciliados ou com sede no Brasil ou no exterior,
vedada a colocação para investidores não permitidos pela legislação vigente.

O FVPQ11 tem por objetivo fundamental obter, no longo prazo,
a valorização de suas cotas, e, consequentemente, proporcionar a seus cotistas
através de ganho de capital e obtenção de renda na exploração dos ativos do
fundo.

É administrado pela Rio Bravo Investimentos DTVM Ltda.,
sociedade devidamente autorizada pela CVM para o exercício profissional de
administração de carteira de títulos e valores mobiliários, com sede na cidade
de São Paulo.

As cotas do 
FII Via
Parque Shopping
 são negociadas com o código
(ticker) 
FVPQ11
 no mercado de bolsa da B3 - Brasil, Bolsa e
Balcão.

Sua taxa de administração é de
0,12% ao ano sobre patrimônio líquido com mínimo de R$57.680,70 mensais
corrigidos pelo IGPM.

A política de distribuição
de 
rendimentos do FVPQ11
 deve distribuir a seus cotistas, no
mínimo, 95% dos resultados auferidos, apurados segundo o regime de caixa.

O fundo distribuirá rendimentos aos cotistas, mensalmente.
Os rendimentos corresponderão ao valor integral da receita líquida obtida,
acrescido das receitas financeiras obtidas.


FII Via
Parque Shopping – FVPQ11


As aplicações realizadas no fundo
não contam com garantia do Administrador ou do Fundo Garantidor de Crédito, não
podendo o administrador ser responsabilizado por eventuais depreciações dos
ativos que compõem a carteira do fundo.

Portanto, é recomendado a leitura cuidadosa do prospecto e
do regulamento do fundo de investimento pelo investidor ao aplicar seus
recursos.

Para conferir outros dados e indicadores do 
FVPQ11
,
continue navegando em nosso site. Temos todas as informações necessárias
disponíveis aqui.",https://www.fundsexplorer.com.br/funds/FVPQ11,Investidores em Geral,Shoppings,4.253,Passiva,Indeterminado,Renda,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,72.600.026/0001-81,(11) 3509-6600,fundosimobiliarios@riobravo.com.br,www.riobravo.com.br,24/11/1994,,
FZDA11,051 AGRO FDO INV NAS CAD PROD AGRO,44.625.694/0001-28,FIAGRO 051,Indefinido,1.550.000,,https://www.fundsexplorer.com.br/funds/FZDA11,Investidor Qualificado,Outros,395,Ativa,Indeterminado,Híbrido,XP INVESTIMENTOS CCTVM S.A.,02.332.886/0001-04,(11) 3027-2237,adm.fundos.estruturados@xpi.com.br,www.xpi.com.br,,,
FZDB11,051 AGRO FAZIII FDO INV NAS CAD PROD AGRO,49.489.928/0001-70,FIAGRO FZDB,Indefinido,3.600.000,,https://www.fundsexplorer.com.br/funds/FZDB11,Investidor Qualificado,Outros,98,Ativa,Indeterminado,Híbrido,XP INVESTIMENTOS CCTVM S.A.,02.332.886/0001-04,(11) 3027-2237,adm.fundos.estruturados@xpi.com.br,www.xpi.com.br,,,
GALG11,GUARDIAN LOGISTICA,37.295.919/0001-60,FII GUARDIAN,Imóveis Industriais e Logísticos,125.866.045,"GALG11: GUARDIAN LOGISTICA        


GALG11– Um FII De Logística

GALG11 é um fundo imobiliário do tipo tijolo do segmento de galpões logísticos.

Fundos de tijolo como GALG11 possuem essa característica pelo motivo de obterem imóveis físicos, podendo o fundo rentabilizar através da compra ou construção para gerar aluguéis ou também ganhar com a venda dos imóveis.

O FII Guardian Logística é um fundo de investimento imobiliário do tipo ANBIMA renda gestão ativa do segmento galpões logísticos. É constituído sob a forma de condomínio fechado, com prazo de duração indeterminado, sendo regido por seu regulamento e pelas disposições legais que lhe forem aplicáveis.

Características do fundo GALG11

O FII Guardian Logística foi criado com o objetivo de auferir rendimentos mensais aos seus cotistas por meio de investimentos, predominantemente em imóveis no segmento logístico e com a finalidade de locação, desde que atendam aos critérios e à política de investimento do fundo descritos no regulamento.

 

O fundo poderá adquirir Imóveis sobre os quais tenham sido constituídos ônus anteriormente ao seu ingresso no patrimônio do fundo, Imóveis cujos recursos provenientes de sua exploração, como de aluguéis e outros recebíveis originados, tenham sido cedidos, ou ainda Imóveis envolvidos direta ou indiretamente em operações de financiamento ou captação de recursos.

 

O GALG11 é administrado pela BRL Trust DTVM, com gestão da Guardian Gestora.

As cotas do Guardian Logística FII são negociadas com o código GALG11 no mercado de bolsa da B3 - Brasil, Bolsa e Balcão.

Sua taxa de administração é de 0,95% a.a até 1,01% a.a.

O GALG11 deverá distribuir a seus cotistas no mínimo 95% dos resultados auferidos, apurados segundo o regime de caixa, com base em balanço ou balancete semestral encerrado em 30 de junho e 31 de dezembro de cada ano.

Havendo disponibilidade, os rendimentos auferidos poderão ser distribuídos aos cotistas mensalmente, a critério do administrador, sempre no 10º dia útil do mês subsequente ao do recebimento e apuração dos recursos pelo fundo, a título de antecipação dos rendimentos do semestre a serem distribuídos

FII Guardian Logística – GALG11

As aplicações realizadas no fundo não contam com garantia do Administrador ou do Fundo Garantidor de Crédito, não podendo o administrador ser responsabilizado por eventuais depreciações dos ativos que compõem a carteira do fundo.

Portanto, é recomendado a leitura cuidadosa do prospecto e do regulamento do fundo de investimento pelo investidor ao aplicar seus recursos.

Para conferir outros dados e indicadores do GALG11, continue navegando em nosso site. Temos todas as informações necessárias disponíveis aqui.",https://www.fundsexplorer.com.br/funds/GALG11,Investidores em Geral,Híbrido,225.374,Ativa,Indeterminado,Híbrido,BANCO DAYCOVAL S.A.,62.232.889/0001-90,(11)3138-0921,middlesmc@bancodaycoval.com.br,https://www.daycoval.com.br/institucional/mercado-de-capitais,,,
GAME11,FDO DE INVEST IMOB GUARDIAN MULTIESTRATÉGIA I,41.269.052/0001-45,FII GUARD MU,Indefinido,21.697.677,,https://www.fundsexplorer.com.br/funds/GAME11,Investidores em Geral,Outros,24.892,Ativa,Indeterminado,Títulos e Valores Mobiliários,BANCO DAYCOVAL S.A.,62.232.889/0001-90,(11)3138-0921,middlesmc@bancodaycoval.com.br,https://www.daycoval.com.br/institucional/mercado-de-capitais,,,
